
query 1: retrieve all 'fashion' products with attributes
product: Sleek Sneakers 236, attributes: {'material': 'Denim', 'style': 'Athleisure', 'gender': 'Unisex'}
product prod_5849: 22 views
product prod_6807: 22 views
product prod_3431: 22 views
product prod_7873: 22 views
product prod_7704: 22 views
product prod_4509: 22 views
product prod_9161: 22 views
product prod_4248: 22 views
product prod_5519: 22 views
product prod_5066: 22 views
product prod_9449: 22 views
product prod_8357: 22 views
product prod_5801: 22 views
product prod_6091: 22 views
product prod_5030: 22 views
product prod_686: 22 views
product prod_3494: 22 views
product prod_2453: 22 views
product prod_4801: 22 views
product prod_7066: 22 views
product prod_973: 22 views
product prod_2669: 22 views
product prod_2428: 22 views
product prod_191: 22 views
product prod_5684: 22 views
product prod_5129: 22 views
product prod_223: 22 views
product prod_7587: 22 views
product prod_3555: 22 views
product prod_6970: 22 views
product prod_6998: 22 views
product prod_2643: 22 views
product prod_6860: 22 views
product prod_3635: 22 views
product prod_6464: 22 views
product prod_6197: 22 views
product prod_3647: 22 views
product prod_3411: 22 views
product prod_5467: 22 views
product prod_9544: 22 views
product prod_4617: 22 views
product prod_3097: 22 views
product prod_1907: 22 views
product prod_8872: 22 views
product prod_8853: 22 views
product prod_4130: 22 views
product prod_9368: 22 views
product prod_2529: 22 views
product prod_9893: 22 views
product prod_7201: 22 views
product prod_1154: 22 views
product prod_7301: 22 views
product prod_1746: 22 views
product prod_5378: 22 views
product prod_5518: 22 views
product prod_3753: 22 views
product prod_8892: 22 views
product prod_3538: 22 views
product prod_431: 22 views
product prod_3825: 22 views
product prod_8304: 22 views
product prod_1544: 22 views
product prod_5669: 22 views
product prod_7702: 22 views
product prod_9635: 22 views
product prod_127: 22 views
product prod_7854: 22 views
product prod_3746: 22 views
product prod_3020: 22 views
product prod_5919: 22 views
product prod_7639: 22 views
product prod_9257: 22 views
product prod_409: 22 views
product prod_3233: 22 views
product prod_7183: 22 views
product prod_3773: 22 views
product prod_5757: 22 views
product prod_4675: 22 views
product prod_8106: 22 views
product prod_4291: 22 views
product prod_2802: 22 views
product prod_1606: 22 views
product prod_8254: 22 views
product prod_8055: 22 views
product prod_9750: 22 views
product prod_691: 22 views
product prod_1997: 22 views
product prod_2157: 22 views
product prod_5970: 22 views
product prod_5574: 22 views
product prod_394: 22 views
product prod_3248: 22 views
product prod_7684: 22 views
product prod_6235: 22 views
product prod_8406: 22 views
product prod_2706: 22 views
product prod_7627: 22 views
product prod_6626: 22 views
product prod_5896: 22 views
product prod_6170: 22 views
product prod_2789: 22 views
product prod_3939: 22 views
product prod_1480: 22 views
product prod_4048: 22 views
product prod_8780: 22 views
product prod_46: 22 views
product prod_6241: 22 views
product prod_6981: 22 views
product prod_6140: 22 views
product prod_3436: 22 views
product prod_2184: 22 views
product prod_8050: 22 views
product prod_4960: 22 views
product prod_6096: 22 views
product prod_8109: 22 views
product prod_6321: 22 views
product prod_3829: 22 views
product prod_7630: 22 views
product prod_8909: 22 views
product prod_8954: 22 views
product prod_650: 22 views
product prod_8614: 22 views
product prod_608: 22 views
product prod_640: 22 views
product prod_2305: 22 views
product prod_2392: 22 views
product prod_455: 22 views
product prod_357: 22 views
product prod_8314: 22 views
product prod_1243: 22 views
product prod_5436: 22 views
product prod_6520: 22 views
product prod_1280: 22 views
product prod_5252: 22 views
product prod_6333: 22 views
product prod_8540: 22 views
product prod_2961: 22 views
product prod_2126: 22 views
product prod_4344: 22 views
product prod_860: 22 views
product prod_7728: 22 views
product prod_6033: 22 views
product prod_4534: 22 views
product prod_6408: 22 views
product prod_1206: 22 views
product prod_7535: 22 views
product prod_6203: 22 views
product prod_5805: 22 views
product prod_6459: 22 views
product prod_2769: 22 views
product prod_1501: 22 views
product prod_2539: 22 views
product prod_3145: 22 views
product prod_6862: 22 views
product prod_2895: 22 views
product prod_3935: 22 views
product prod_2785: 22 views
product prod_5488: 22 views
product prod_8083: 22 views
product prod_8072: 22 views
product prod_8423: 22 views
product prod_6368: 22 views
product prod_8990: 22 views
product prod_7117: 22 views
product prod_6895: 22 views
product prod_7348: 22 views
product prod_4492: 22 views
product prod_2697: 22 views
product prod_6582: 22 views
product prod_3907: 22 views
product prod_1976: 22 views
product prod_3187: 22 views
product prod_1831: 22 views
product prod_8326: 22 views
product prod_8715: 22 views
product prod_9263: 22 views
product prod_6795: 22 views
product prod_6517: 22 views
product prod_7411: 22 views
product prod_8250: 22 views
product prod_4503: 22 views
product prod_2551: 22 views
product prod_1368: 22 views
product prod_2604: 22 views
product prod_9357: 22 views
product prod_6857: 22 views
product prod_3618: 22 views
product prod_3050: 22 views
product prod_7344: 22 views
product prod_7992: 22 views
product prod_7119: 22 views
product prod_8511: 22 views
product prod_1255: 22 views
product prod_4570: 22 views
product prod_5050: 22 views
product prod_709: 22 views
product prod_1596: 22 views
product prod_2485: 22 views
product prod_2977: 22 views
product prod_7613: 22 views
product prod_4843: 22 views
product prod_1696: 22 views
product prod_9022: 22 views
product prod_2500: 22 views
product prod_3810: 22 views
product prod_3451: 22 views
product prod_9638: 22 views
product prod_6759: 22 views
product prod_1981: 22 views
product prod_2473: 22 views
product prod_1066: 22 views
product prod_6982: 22 views
product prod_6605: 22 views
product prod_7457: 22 views
product prod_7037: 22 views
product prod_3110: 22 views
product prod_7894: 22 views
product prod_8446: 22 views
product prod_7934: 22 views
product prod_3396: 22 views
product prod_6267: 22 views
product prod_3842: 22 views
product prod_3148: 22 views
product prod_5783: 22 views
product prod_5903: 22 views
product prod_6984: 22 views
product prod_1821: 22 views
product prod_3533: 22 views
product prod_7849: 22 views
product prod_8277: 22 views
product prod_1344: 22 views
product prod_6040: 22 views
product prod_8043: 22 views
product prod_5151: 22 views
product prod_5894: 22 views
product prod_5343: 22 views
product prod_5776: 22 views
product prod_4068: 22 views
product prod_5206: 22 views
product prod_3030: 22 views
product prod_3459: 22 views
product prod_5585: 22 views
product prod_7949: 22 views
product prod_8505: 22 views
product prod_3946: 22 views
product prod_1556: 22 views
product prod_9585: 22 views
product prod_5826: 22 views
product prod_8256: 22 views
product prod_8383: 22 views
product prod_7776: 22 views
product prod_6361: 22 views
product prod_9120: 22 views
product prod_9219: 22 views
product prod_3809: 22 views
product prod_4797: 22 views
product prod_7423: 22 views
product prod_8745: 22 views
product prod_9093: 22 views
product prod_1825: 22 views
product prod_2795: 22 views
product prod_6945: 22 views
product prod_1346: 22 views
product prod_6489: 22 views
product prod_7778: 22 views
product prod_1784: 22 views
product prod_8153: 22 views
product prod_9682: 22 views
product prod_8719: 22 views
product prod_4191: 22 views
product prod_9551: 22 views
product prod_8536: 22 views
product prod_3192: 22 views
product prod_1113: 22 views
product prod_6158: 22 views
product prod_1253: 22 views
product prod_8186: 22 views
product prod_7889: 22 views
product prod_5295: 22 views
product prod_74: 22 views
product prod_1410: 22 views
product prod_9808: 22 views
product prod_9146: 22 views
product prod_1487: 22 views
product prod_6479: 22 views
product prod_5831: 22 views
product prod_610: 22 views
product prod_6891: 22 views
product prod_8221: 22 views
product prod_964: 22 views
product prod_2561: 22 views
product prod_3949: 22 views
product prod_5549: 22 views
product prod_6829: 22 views
product prod_2527: 22 views
product prod_3629: 22 views
product prod_8066: 22 views
product prod_7730: 22 views
product prod_119: 22 views
product prod_316: 22 views
product prod_5681: 22 views
product prod_3590: 22 views
product prod_8319: 22 views
product prod_8762: 22 views
product prod_8863: 22 views
product prod_2071: 22 views
product prod_7441: 22 views
product prod_457: 22 views
product prod_6113: 22 views
product prod_1621: 22 views
product prod_5299: 22 views
product prod_9080: 22 views
product prod_2478: 22 views
product prod_5195: 22 views
product prod_4761: 22 views
product prod_4341: 22 views
product prod_9569: 21 views
product prod_6783: 21 views
product prod_2606: 21 views
product prod_5988: 21 views
product prod_2397: 21 views
product prod_6608: 21 views
product prod_6085: 21 views
product prod_8798: 21 views
product prod_4623: 21 views
product prod_933: 21 views
product prod_1407: 21 views
product prod_2917: 21 views
product prod_2624: 21 views
product prod_962: 21 views
product prod_2094: 21 views
product prod_9008: 21 views
product prod_7158: 21 views
product prod_6025: 21 views
product prod_317: 21 views
product prod_5455: 21 views
product prod_1491: 21 views
product prod_3018: 21 views
product prod_8142: 21 views
product prod_6729: 21 views
product prod_9496: 21 views
product prod_7840: 21 views
product prod_2148: 21 views
product prod_6514: 21 views
product prod_6266: 21 views
product prod_5578: 21 views
product prod_917: 21 views
product prod_1725: 21 views
product prod_500: 21 views
product prod_9918: 21 views
product prod_5250: 21 views
product prod_6490: 21 views
product prod_2213: 21 views
product prod_1887: 21 views
product prod_5480: 21 views
product prod_7719: 21 views
product prod_5141: 21 views
product prod_1395: 21 views
product prod_4015: 21 views
product prod_4188: 21 views
product prod_3930: 21 views
product prod_1045: 21 views
product prod_1787: 21 views
product prod_2405: 21 views
product prod_2186: 21 views
product prod_6525: 21 views
product prod_1990: 21 views
product prod_3526: 21 views
product prod_8013: 21 views
product prod_7897: 21 views
product prod_7054: 21 views
product prod_9937: 21 views
product prod_822: 21 views
product prod_5203: 21 views
product prod_3450: 21 views
product prod_3578: 21 views
product prod_6504: 21 views
product prod_3903: 21 views
product prod_9847: 21 views
product prod_466: 21 views
product prod_4453: 21 views
product prod_5232: 21 views
product prod_6175: 21 views
product prod_780: 21 views
product prod_5339: 21 views
product prod_4866: 21 views
product prod_9890: 21 views
product prod_6766: 21 views
product prod_987: 21 views
product prod_4849: 21 views
product prod_8773: 21 views
product prod_1522: 21 views
product prod_4106: 21 views
product prod_4398: 21 views
product prod_7235: 21 views
product prod_1496: 21 views
product prod_5674: 21 views
product prod_5696: 21 views
product prod_3508: 21 views
product prod_757: 21 views
product prod_7383: 21 views
product prod_1445: 21 views
product prod_9730: 21 views
product prod_8851: 21 views
product prod_7379: 21 views
product prod_5780: 21 views
product prod_7863: 21 views
product prod_9867: 21 views
product prod_8486: 21 views
product prod_6141: 21 views
product prod_5852: 21 views
product prod_5371: 21 views
product prod_1925: 21 views
product prod_427: 21 views
product prod_1470: 21 views
product prod_5572: 21 views
product prod_9361: 21 views
product prod_2406: 21 views
product prod_4054: 21 views
product prod_6638: 21 views
product prod_103: 21 views
product prod_2232: 21 views
product prod_4332: 21 views
product prod_976: 21 views
product prod_8217: 21 views
product prod_1457: 21 views
product prod_8104: 21 views
product prod_6562: 21 views
product prod_1313: 21 views
product prod_8621: 21 views
product prod_972: 21 views
product prod_9785: 21 views
product prod_8568: 21 views
product prod_2973: 21 views
product prod_2800: 21 views
product prod_3656: 21 views
product prod_5352: 21 views
product prod_5929: 21 views
product prod_1103: 21 views
product prod_2475: 21 views
product prod_7663: 21 views
product prod_9189: 21 views
product prod_5551: 21 views
product prod_8839: 21 views
